no,src,tgt,basic_ingredient
13417,tempe gembus goreng,tempe gembus 3 plastik kecil || 200 gr tepung terigu || 7 siung bawang merah || 5 siung bawang putih || 1 sdt merica || garam secukup nya || cabai rawit || sambal kecap || ,tempe
4544,nasi kebuli daging kambing,1 / 2 kg daging kambing || 1 kg beras || 1 buah bawang bombay || 8 bj cengkeh || 6 bj kapulaga || 2 bunga lawang || 3 cm kayu manis || secukupnya garam || 2 bungkus santan kara || 2 sdm margarin || secukupnya bawang goreng || bumbu halus  :  || 8 siung bawang merah || 5 siung bawang putih || 1 sdm ketumbar sangrai || 1 sdt merica || 1 ruas jari jahe || ,kambing
1448,chicken veggie rolade (rolade ayam sayur) menu diet.. no tepung no kulit,"1 / 2 kg dada ayam utuh minta di fillet || 250 gr buncis dan wortel campur || secukupnya garam || 2 siung bawang putih || ujung ruas jari jahe || secukupnya ketumbar || 1 / 2 bh jeruk nipis || 1 telur utk pelapis sebelum di goreng ,  kocok || secukupnya minyak untuk menggoreng || ",ayam
7144,daging sapi kecap cabe gendot,"250 gram daging sapi ,  potong dadu || 4 cabe gendot ,  iris tebal || 1 tomat ukuran sedang ,  potong dadu || 2 bawang putih ,  cincang || 1 bawang bombay ukuran sedang ,  iris || 1 sdm lada putih bubuk || 4 sdm kecap manis || 1 sdm saus tiram || 700 ml air || 4 sdm minyak || secukupnya garam dan kaldu bubuk || ",sapi
5798,sate goreng sapi,"200 gram daging sapi || bumbu halus :  || 1 sdt garam || 4 siung bawang putih || 3 biji kemiri || 1 / 2 sdt ketumbar || 1 / 2 sdt lada halus || bumbu goreng :  || 1 buah tomat hijau || 1 lembar daun salam || 2 lembar daun jeruk || 2 siung bawang putih || 4 siung bawang merah || 5 biji cabai rawit  ( atau sesuai selera )  || bumbu lain :  || 2 sdm kecap manis || 1 / 3 butir gula merah ,  sisir halus || 2 sdm air asam jawa || 1 , 5 sdm margarin || ",sapi
11210,telur pindang debm,1 kg telur ayam || 30 lbr daun salam || 10 siung bawang merah geprek jangan di kupas kulitnya || 2 siung bawang putih geprek jangan di kupas kulitnya || secukupnya laos || secukupnya serai || 20 lbr daun jambu || 1 ruas kunyit || 1 ruas jahe || secukupnya garam || secukupnya penyedap rasa || secukupnya air || ,telur
10643,telur mata sapi tumis pedas,"6 butir telur  ( goreng mata sapi )  || 1 siung bawang putih  ( cincang halus )  || 1 siung bawang merah  ( iris )  || 2 - 3 batang cabe merah  ( iris )  || 2 batang cabe hijau  ( iris )  || 1 buah tomat  ( buang biji ,  iris )  || 4 - 5 sendok makan kecap manis || 2 sendok saos tiram || sedikit minyak untuk menumis || secukupnya air || secukupnya garam ,  merica  &  penyedap  ( saya pakai penyedap jamur )  || ",telur
1875,ayam goreng kecap maknyuss,1 kg dada ayam || 1 buah paprika merah || 1 buah paprika kuning || 1 / 2 buah timun || bumbu  :  || 6 siung bawang merah || 4 siung bawang putih || 2 bh cabe || 2 cm jahe || 2 sdm gula merah || 2 sdm kecap asin || 3 sdm kecap manis || garam || merica || minyak untuk menggoreng || ,ayam
11575,orak arik telur,3 btr telur || 2 pcs tahu putih  ( di goreng )  || 1 / 2 biji wartel || secukupnya pete || 1 sdm kecap manis || 5 siung bawang merah  ( iris )  || 2 siung bawang putih  ( iris )  || secukupnya merica dan masako rasa ayam || ,telur
4230,kambing teriyaki simple #kitaberbagi,200 gr daging kambing || daun salam || air untuk merebus || penyedap rasa || saori teriyaki || 3 cabe merah keriting || 3 cabe rawit merah || 3 bawang merah || 1 bawang bombay ukuran sedang || secukupnya kecap || ,kambing
38,seblak mie tulang ayam,1 bungkus mie burung dara || 1 / 4 tulang ayam sisa filet  ( jadi masih ada daging2 ny 😁  )  || sawi hijau || sawi putih || garam || gula || bahan halus  :  || 5 siung bawang merah || 3 siung bawang putih || 3 buah cabe keritinh || 15 buah cabe rawit  ( sesuai selera )  || 1 ruas jari kencur || ,ayam
763,soto ayam sederhana,1 / 2 ekor ayam || 1 / 2 kol || jeruk nipis || 2 bungkus soun || 2 buah tomat || 3 batang seledri dan daun bawang || daun jeruk || dau salam || 2 buah serai || bumbu uleg || 2 buah bawang putih || 5 buah bawang merah || 2 buah kemiri || jahe seruas kelingking || kunyut seruas kelingking || lengkuas geprek || ,ayam
9273,oseng tahu bunga daun bawang (ulatek),1 ikat bunga daun bawang || 5 buah tau potong dadu || 4 siung bawang merah || 2 siung bawang putih || 5 buah cabe rawit  ( sesuai selera )  || 1 / 2 buah tomat || minyak utk menggoreng || sedikit air || garam / gula / penyedap secukup nya || ,tahu
8677,tahu isi sayuran,5 tahu putih besar || kubis iris tipis || wortel parut kasar || buncis iris bulat halus || daun bawang || 1 telur ayam || 5 sdm terigu || 2 sdm tepung beras || saos tiram || bumbu halus :  || 1 bawang merah besar || 4 bawang putih besar || merica || cabe rawit  ( boleh di skip kalo nggak suka pedas )  || garam || gula pasir || ,tahu
9234,tumis kates/pepaya muda+tahu,"kates muda yang sudah di iris panjang ""  || tahu dipotong dadu || gula merah || kecap || bumbu penyedap || bumbu halus :  || bawang merah || bawang putih || cabai rawit || ",tahu
12791,sambal goreng tempe teri,1 papan tempe || 1 / 2 ons teri medan || 1 ons kacang tanah || 2 lbr daun salam || 50 ml air || bumbu yang dihaluskan :  || 3 buah cabe merah besar || 8 siung bawang merah || 2 siung bawang putih || 1 / 2 buah tomat || secukupnya garam dan gula merah || ,tempe
6059,semur daging sapi & kentang,"1 kg daging sapi ,  potong sesuai selera || 1 / 2 kg kentang || 1 ruas lengkuas || 1 batang sereh || 1 butir bawang bombay || telunjuk kayu manis ukuran || secukupnya daun salam || secukupnya garam || secukupnya gula merah || secukupnya kecap || kapulaga secukupnya  ( optinal )  || bumbu halus  :  || 7 butir bawang merah ukuran sedang || 4 butir bawang putih ukuran sedang || 3 butir kemiri || 1 sdt lada || 1 sdt ketumbar || 1 / 2 butir kepala || ",sapi
3239,gurame bakar bumbu rujak,"1 ekor gurame besar || 3 siung bawang merah || 1 siung bawang putih || 1 biji kemiri || 1 buah cabe  ( selera ,  klo suka pedas boleh ditambah )  || 3 tomat besar || 1 / 2 sdm gula || 1 / 4 sdm garam || terasi dikit saja || 3 iris jahe || 1 lbr daun salam || secukupnya kecap || ",ikan
4828,sop buntut kambing,"250 gr buntut / tulang kambing berdaging || 7 siung bawang putih || 1 batang daun bawang || sesuai selera mix vegetable || secukupnya gula , garam , lada bubuk , ebi  &  bawang goreng || ",kambing
12925,sambal goreng tempe sederhana,1 kotak tempe || 2 siung bawang putih || 3 siung bawang merah || 1 buah cabe merah || 1 batang bawang prei || 1 / 2 sdm garam || 1 sdm gula pasir || 2 sdm kecap manis || ,tempe
9377,dadar jagung tahu,"2 jagung manis diserut || tepung terigu || 1 butir telur || 4 potong tahu || daun bawang , seledri || garam , gula , lada || sedikit santan || 3 siung bawang putih || 2 siung bawang merah  ( kalau suka )  || minyak goreng || ",tahu
4712,nas gor bing (nasi goreng kambing),nasi putih pulen || daging kambing yg sudah direbus || 3 siung bawang merah || 3 siung bawang putih || 1 sendok makan kecap || garam secukup nya || penyedap rasa || 2 sdm .  minyak goreng untuk menumis || ,kambing
3595,lele goreng bumbu rujak,1 / 2 kg lele ukuran kecil || 2 siung bawang putih || 2 siung bawang merah || 10 buah cabai merah || 2 butir kemiri || 2 lembar daun jeruk || 1 sdt kecap manis || secukupnya gula garam || secukupnya kaldu sapi bubuk || ,ikan
5932,tumis beef burger (menu balita 1y+),"2 lbr beef burger siap pakai ,  potong korek api || 1 bh wortel ukuran kecil ,  potong korek api || 1 sdm makaroni mentah || 2 btg daun seledri ,  cincang || 1 siung bawang putih ,  cincang || 2 siung bawang merah ,  iris || 1 sdm kecap manis || 1 sdt saus tomat botolan || 1 / 4 sdt saori saus tiram || secukupnya garam || secukupnya gula || ",sapi
10322,telur bali,250 g telur rebus dan goreng hingga mengkerut ( isi 4 butir )  || 8 butir bawang merah || 4 butir bawang putih || 2 buah cabai merah besar || sesuai selera cabai rawit || 3 buah kemiri sangrai || 1 sdm kecap manis || 1 buah daun salam || secukupnya garam || secukupnya gula || secukupnya kaldu || air || ,telur
10311,mie sedap rasa soto campur telur super pedas,1 bungkus mie sedap rasa soto || 1 butir telur || 2 buah cabe merah || 250 ml air || ,telur
5053,sate kambing pedas,1 / 2 daging kambing || 5 siung bawang merah || 2 siung bawang putih || 220 ml kecap bango || secukupnya garam || secukupnya vetsin || 15 buah cabe rawit || ,kambing
6821,sate sapi tanpa arang (happy call),"daun pepaya || daging sapi yang ada lemaknya || bumbu halus  ( saya langsung blender jadi satu )  :  || 6 siung bawang merah || 2 siung bawang putih || 1 sdm ketumbar || 1 ruas jahe || 1 ruas lengkuas || secukupnya gula merah || secukupnya garam || secukupnya merica || secukupnya kecap manis || secukupnya air asam jawa || tusuk sate secukupnya || bahan sambal kecap :  || 1 buah tomat ,  potong kecil kecil || 5 cabai rawit merah ,  dirajang || 1 siung bawang merah ,  dirajang || 1 buah jeruk purut ,  belah dibagi dua || secukupnya merica || secukupnya kecap manis || ",sapi
12318,mendol tempe,250 gr tempe baru || 1 sdm munjung terigu || bumbu halus  :  || 3 siung bawang putih || 3 cabe merah || 6 cabe rawit || 1 cm kencur || 3 lembar daun jeruk || 1 sdt ketumbar bubuk || 1 sdt merica bubuk || garam gula || ,tempe
4346,nasi goreng kambing #kitaberbagi,2 piring nasi putih || 250 gr daging kambing potong dadu || 1 ruas jahe kupas lalu geprek || 200 ml air untuk merebus || 1 ikat sawi hijau || 1 buah tomat || 1 buah telur || bumbu yang dihaluskan || 5 siung bawang merah || 3 siung bawang putih || 4 buah cabai rawit || 3 buah cabai merah || secukupnya minyak untuk menumis || secukupnya garam || 1 / 2 sdt lada bubuk || sedikit penyedap rasa || 1 sdm kecap asin || secukupnya kecap manis || ,kambing
13341,sate tempe pedas,potong dadu tempe || 1 batang sereh dimemarkan || 1 cm lengkuas memarkan || 2 lembar daun salam || 6 sdm kecap manis || 35 gram gula merah || 100 ml air santan kental  ( 1 bks kara kecil )  || tusuk sate || minyak untuk menumis || bumbu halus  :  || 5 butir bawang merah || 3 siung bawang putih || 2 cm kunyit || 1 cm jahe || 3 butir kemiri || 2 buah cabe merah besar || 3 buah cabe rawit merah || 1 / 4 sdt jinten || 1 sdt ketumbar || 1 / 2 sdm garam || ,tempe
8065,tahu bakso ga ribet,1 / 4 kg daging ayam tanpa kulit dan tulang iris kecil2 || 1 putih telur nya sj || 3 atw 4 sdm  tepung tapioka || bawang putih dihaluskan || sdkit  merica dan kaldu jamur || sdkit  air es || 10 buah tahu berkulit belah satu sisi || ,tahu
13109,perkedel tempe simple,"1 papan tempe || 2 siung bawang putih || 2 siung bawang merah || 1 batang daun bawang || 1 batang seledri || 1 butir telur || sekucupnya garam ,  lada bubuk ,  dan penyedap rasa || ",tempe
10879,tumis sayur telur orak arik,"2 wortel  ( potong dadu atau diparut )  || 100 gr buncis  ( dirajang )  || 2 tahu  ( hancurkan )  || 1 butir telur || 1 batang daun bawang || bumbu halus :  || 2 siung bawang putih || 1 buah kemiri || 1 / 2 sdt merica || secukupnya garam ,  kaldu jamur || ",telur
9713,bihun goreng tabur telur,1 bungkus bihun jagung yang sudah di rebus || 10 buah bawang merah || 5 buah bawang putih || 1 sachet lada bubuk || 1 bungkus penyedap rasa || secukupnya garam || secukupnya kecap || secukupnya sawi hijau || secukupnya daun bawang || minyak secukupnya  ( untuk menumis )  || telur dadar secukupnya  ( untuk hiasan )  || ,telur
1932,tuna tepung siram saus,1 / 2 kg ikan tuna || 1 bawang bombai || 1 bks tepung sebaguna || 2 lbr daun salam || saus tomat || saus sambal || 5 bawang merah || 3 bawang putih || 3 cabai keriting || sesuai selera lada bubuk || penyedap makanan || garam || gula || 200 ml air || ,ikan
2840,penyet sambel ulek ikan tenggiri asap,ikan tenggiri asap || bawang merah || bawang putih || cabai rawit || cabai keriting || tomat || terasi || gula merah || garam || ,ikan
1208,ayam geprek pedes,1 / 4 ayam bagian dada || secukupnya tepung bumbu sajiku || 5 buah cabe rawit || 1 bawang putih || minyak utk goreng ayam || secukupnya garam dan gula || ,ayam
4071,sop kambing,"1 kg daging lemak ,  tulang kambing || wortel || daun bawang ,  seledri potong2 || 2 buah tomat || 3 buah cengkeh || 3 buah kapulaga || 2 buah bunga lawang || 1 sdt kayu manis || air untuk kuah saya ga ngitung berapa liter  😂  || bumbu halus  =  || 6 siung bawang merah || 4 siung bawang putih || 1 ruas jahe || 1 ruas lengkuas || secukupnya  =  || gula || garam || penyedap rasa || minya untuk menumis || ",kambing
11132,tahu telur ala anak kost,3 buah tahu putih potong kecil || 2 butir telur || garam || secukupnya tauge || seledri diiris || bawang goreng || sambel pecel siap pakai || pelengkapnya  : krupuk || ,telur
12192,tempe kentang goreng pedas,1 buah tempe yg biasa di jual dinpasar || 3 kentang sedang || 15 cabe kecil || 10 butir bawang merah || 5 siung bawang putih || 2 tangkai daun bawang pre || lengkuas seujung jempol di memarkan || kecap manis || saos cabe || secukupnya garam || minyak untuk numis || ,tempe
3678,tumis tongkol tauge pedas,"1 ekor ikan pindang tongkol uk . kecil || segenggam tauge ,  buang akar ,  cuci bersih || 50 ml air || secukupnya minyak goreng || bumbu - bumbu :  || 3 butir bawang merah ,  iris tipis || 2 siung bawang putih ,  iris tipis || 1 buah cabe merah besar ,  belah jadi 2 ,  iris - iris || 3 buah cabe rawit merah ,  iris kecil || 1 buah tomat merah ,  uk . sedang ,  iris kecil || 2 lembar daun jeruk || 1 batang serai ,  ikat simpul  / geprek || 1 sachet kecap manis || 1 sdt air perasan lemon || secukupnya garam ,  merica bubuk || ",ikan
11542,telur kukus diet,2 butir telur || 1 buah sosis sapi iris kecil || 1 buah wortel iris kecil || 2 bawang merah cincang kasar || 2 bawang putih cincang kasar || 1 / 2 gelas air || secukupnya garam || secukupnya kaldu bubuk || secukupnya lada bubuk || ,telur
10432,telur dadar terubuk,"3 buah terubuk ukuran sedang || 2 butir telur || 2 batang bawang daun  ( cincang )  || 2 siung bawang merah  ( cincang )  || 5 buah cabe merah  ( cincang )  || secukupnya minyak goreng || secukupnya lada ,  penyedap dan garam || ",telur
6897,bakso sapi kenyal (pakai blender),"250 gr daging sapi || 35 gr es batu ,  4 balok kecil || 1 btr putih telur || 3 sdm tepung tapioka || 1 sdt garam || 1 / 2 sdt lada bubuk || 1 / 2 sdt baking powder || 1 / 2 sdm bawang putih bubuk ( saya tambah 2 sdm bawang goreng gerus || ",sapi
11612,pindang telur,"5 buah telur rebus yg telah dikupas || 1 buah teh celup || 2 lembar daun salam || 1 batang serai ,  geprek || secukupnya garam /  kaldu bubuk || 500 ml air || secukupnya gula merah || secukupnya gula pasir || ",telur
2896,tongkol soun cabein,"6 bh tongkol potong || 2 bks soun rrc kecil  ( rendam air ,  sisihkan )  || 7 siung bawang merah || 2 siung bawang putih || 10 bh cabai merah keriting || 10 bh cabai set * n || tomat || kaldu jamur || gula garam || air || ",ikan
12590,tempe bawang cabe garam,1 / 2 papan tempe || 4 bawang putih || 5 cabe rawit merah || daun bawang || garam || 4 sdm minyak  ( untuk menumis )  || tepung terigu || ,tempe
12845,"ayam,tahu,tempe bumbu kuning","1 ekor ayam , potong2 || 1 papan tempe || 10 bh tahu || 700 - 800 ml air || 4 lbr daun salam || 3 btg sere , ambil putihnya || minyak unt menggoreng || bumbu halus  :  || 15 btr bawang merah || 8 siung bawang putih || 6 kemiri || 7 cabe keriting merah  ( sesuai selera )  || 10 cm kunyit || 3 cm jahe || 3 cm lengkuas || 1 sdm ketumbar bubuk || 2 sdt asam jawa dilarutkan dengan 100 ml air || 2 sdm gula jawa || 2 sdt garam || ",tempe
8505,oseng kecap tahu tempe,"tempe  ( secukupnya ,  iris dadu )  || tahu putih  ( secukupnya ,  iris dadu )  || 4 siung bawang merah || 3 siung bawang putih || 1 lembar daun salam || 1 / 2 potongan lengkuas || 2 buah cabai merah besar || 3 buah cabai rawit  ( bila suka pedas bisa ditambah )  || secukupnya kecap manis || secukupnya air || secukupnya minyak || secukupnya gula , garam ,  penyedap rasa || ",tahu
6393,rendang hati sapi,1 / 2 kg hati sapi  ( potong sesuai selera )  || 1000 ml santan agak kental dari 1 1 / 2 butir kelapa || 4 siung bawang merah  ( diiris )  || 2 lembar daun kunyit  ( diiris )  || asam potong dan garam || bumbu halus  :  || 8 siung bawang merah || 2 siung bawang putih || 2 buah serai  ( ambil putihnya saja )  || 2 cm jahe || 2 cm lengkuas || 3 cm kunyit || 2 sdm ketumbar || 3 sdm cabe merah giling || ,sapi
5292,homemade roasted lamb leg with veggies,"1 full paha kambing / domba  ( berat 2 kg )  || 5 potong labu kuning || 4 buah kentang || 5 buah bawang putih ,  cincang halus || 5 sdm mentega  ,  di cairkan || 1 sdm italian herbs || sedikit garam dan lada hitam || 2 buah jagung utuh || 2 buah bawang bombay  ( optional )  || 1 bungkus instant gravy / saus  ( optional )  || ",kambing
8179,rempah tahu ala kadarnya,1 plastik tahu  ( kira ²  isi 8 )  || 1 butir telur ayam || 5 bawang merah || 4 bawang putih || 1 batang daun bawang  ( bawang pre )  || 2 cabe merah besar || 1 / 2 sachet lada bubuk || 1 sachet royco / masako || ,tahu
6663,beef teriyaki,"1 / 2 daging sapi ,  iris memanjang || 2 buah cabe ijo ,  buang isinya || 2 buah cabe merah ,  buang isinya || 1 bawang bombay || 3 siung bawang putih cincang || wijen sangrai || saus teriyaki || minyak goreng || bahan marinasi  :  || secukupnya lada bubuk || 2 sdm kecap inggris || 3 sdm kecap manis || 1 sdt minyak wijen || 2 sdm saus tiram || ",sapi
2329,ikan patin bumbu kuning,1 / 2 kg ikan patin || 3 siung bawang putih || 5 siung bawang merah || 1 cm kunir || secukupnya garam  &  gula || 1 sdt ketumbar || 1 batang serai geprek || 2 lembar daun jeruk || 2 butir kemiri || 2 buah tomat iris ²  || secukupnya daun kemangii || kalo pengen pedes bisa di tambahkan lombok || ,ikan
8561,tahu mercon,"500 gr jamur ,  suir kecil ""  || 250 gr cabe kecil ,  iris tipis ""  || 1 buah bawang bombai || 5 siung bawang putih || minyak goreng || penyedap rasa || garam || gula || tahu kempos siap saji || 250 gr tepung terigu || 2 sendok tepung beras || 1 butir telur || secukupnya air || ",tahu
2879,bandeng bakar pedas,2 ekor ikan bandeng || 2 buah kemiri || 3 buah bawang putih || 3 buah bawang merah || 25 buah cabai rawit || 2 buah tomat || secukupnya kemangi || secukupnya garam || 1 buah jeruk nipis || secukupnya kunyit || penyedap rasa || ,ikan
